"Prediction_Source","Source_File","Source_Row","Pharma_Model","PDB_ID","Num_Feature","Fit","Norm_Fit","zscore","Target_Name_Raw","UniProt_Field_Raw","Class_Raw","Function_Raw","Disease_Raw","Indication_Raw","Mapping_Method","Mapping_Status","Gene_Symbol","UniProt_accession","UniProt_entry_name","UniProt_reviewed","Species","TaxID","Protein_Name_UniProt","Is_Human","Meets_Strict","Meets_Relaxed","Meets_Exploratory","Compound","PubChem_CID","Processing_Date"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","43","1csb_v","1CSB","4","2.952","0.738","1.39803","Cathepsin B","CATB_HUMAN","HYDROLASE (THIOL PROTEASE)","Thiol protease which is believed to participate in intracellular degradation and turnover of proteins. Has also been implicated in tumor invasion and metastasis.","NONE","Myocardial infarction;Arthritis;Inflammation;Cancer","UniProt_field","mapped","CTSB","P07858","CATB_HUMAN","reviewed","Homo sapiens (Human)","9606","Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]","TRUE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","44","1bjq_v","1BJQ","4","2.947","0.7367","1.02407","Seed lectin subunit I","P05045","NONE","Involved in sugar binding","NONE","For nutritional supplementation, also for treating dietary shortage or imbalance","UniProt_field","mapped","","P05045","LEC1_VIGUC","reviewed","Vigna unguiculata subsp. cylindrica (Horse gram) (Dolichos biflorus)","3091605","Seed lectin subunit I (SL) [Cleaved into: Seed lectin subunit II]","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","45","1gic_v","1GIC","5","3.682","0.7365","3.42793","Concanavalin-A","P02866","NONE","D-mannose specific lectin.","NONE","NONE","UniProt_field","mapped","","P02866","CONA_CANEN","reviewed","Canavalia ensiformis (Jack bean) (Dolichos ensiformis)","3823","Concanavalin-A (Con A)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","46","1mrj_v","1MRJ","4","2.946","0.7365","1.30849","Ribosome-inactivating protein alpha-trichosanthin","P09989","NONE","Involved in rRNA N-glycosylase activity","NONE","For nutritional supplementation, also for treating dietary shortage or imbalance","UniProt_field","mapped","","P09989","RIPT_TRIKI","reviewed","Trichosanthes kirilowii (Chinese snake gourd) (Chinese cucumber)","3677","Ribosome-inactivating protein alpha-trichosanthin (Alpha-TCS) (EC 3.2.2.22) (rRNA N-glycosidase)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","47","4hmg_v","4HMG","4","2.935","0.7338","1.40738","Hemagglutinin","P03437","NONE","Involved in host cell surface receptor binding","NONE","NONE","UniProt_field","mapped","HA","P03437","HEMA_I68A0","reviewed","Influenza A virus (strain A/Aichi/2/1968 H3N2)","387139","Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain]","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","48","1wbl_v","1WBL","3","2.2","0.7333","-0.968979","Basic agglutinin","O24313","NONE","Involved in sugar binding","NONE","NONE","UniProt_field","mapped","WBAI","O24313","LEC1_PSOTE","reviewed","Psophocarpus tetragonolobus (Winged bean) (Dolichos tetragonolobus)","3891","Basic agglutinin (WBA I)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","49","1bem_v","1BEM","4","2.927","0.7319","1.17071","Cytochrome c peroxidase, mitochondrial","P00431","NONE","Inorganic ion transport and metabolism","NONE","NONE","UniProt_field","mapped","CCP1","P00431","CCPR_YEAST","reviewed","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)","559292","Cytochrome c peroxidase, mitochondrial (CCP) (EC 1.11.1.5)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","50","1d4d_v","1D4D","4","2.922","0.7306","1.1647","Fumarate reductase flavoprotein subunit","P83223","NONE","Energy production and conversion","NONE","NONE","UniProt_field","mapped","fccA","P83223","FCCA_SHEON","reviewed","Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)","211586","Fumarate reductase (cytochrome) (EC 1.3.2.4) (Flavocytochrome c) (FL cyt) (Flavocytochrome c3) (Fcc3)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","51","1jls_v","1JLS","3","2.188","0.7294","-0.771736","Uracil phosphoribosyltransferase","UPP_TOXGO","TRANSFERASE","NONE","NONE","NONE","UniProt_field","mapped","uprt","Q26998","UPP_TOXGO","reviewed","Toxoplasma gondii","5811","Uracil phosphoribosyltransferase (UPRT) (UPRTase) (EC 2.4.2.9) (UMP pyrophosphorylase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","52","1v08_v","1V08","3","2.184","0.728","-0.701285","Beta-glucosidase, chloroplastic","P49235","NONE","Carbohydrate transport and metabolism","NONE","NONE","UniProt_field","mapped","GLU1","P49235","HGGL1_MAIZE","reviewed","Zea mays (Maize)","4577","4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl glucoside beta-D-glucosidase 1, chloroplastic (EC 3.2.1.182) (Beta-D-glucoside glucohydrolase) (Beta-glucosidase 1) (ZmGlu1) (EC 3.2.1.21)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","53","1f9g_v","1F9G","4","2.91","0.7276","1.26632","Hyaluronate lyase","Q54873","NONE","Involved in hyaluronidase activity","NONE","Used to treat vitamin C deficiency, scurvy, delayed wound and bone healing, urine acidification, and in general as an antioxidant. It has also been suggested to be an effective antiviral agent.","UniProt_field","mapped","","Q54873","HYSA_STRPN","reviewed","Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)","170187","Hyaluronate lyase (EC 4.2.2.1) (Hyaluronidase) (HYase)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","54","1grx_v","1GRX","4","2.907","0.7267","1.24061","Glutaredoxin-1","P68688","NONE","The disulfide bond functions as an electron carrier in the glutathione-dependent synthesis of deoxyribonucleotides by the enzyme ribonucleotide reductase. In addition, it is also involved in reducing some disulfide bonds in a coupled system with glutathione reductase.","NONE","NONE","UniProt_field","mapped","grxA","P68688","GLRX1_ECOLI","reviewed","Escherichia coli (strain K12)","83333","Glutaredoxin 1 (Grx1)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","55","1az1_v","1AZ1","4","2.906","0.7264","1.30308","Aldose reductase","ALDR_HUMAN","OXIDOREDUCTASE","Catalyzes the NADPH-dependent reduction of a wide variety of carbonyl-containing compounds to their corresponding alcohols with a broad range of catalytic efficiencies.","In diabetes and galactosemia, increased AR activity leads to high levels of sorbitol and galactitol, respectively, in the cells of many tissues. Accumulation of sugar alcohols has been shown to cause osmotic cataracts in the lens. AR is also thought to play a key role in diabetic complications of three other target tissues, namely, nerve, kidney and retina.","Neuropathy;Diabetic neuropathy;Diabetic foot ulcer;Diabetic complication;Diabetic nephropathy;Retinopathy;Ocular disease;Central nervous system disease;Diabetic retinopathy;Diabetes mellitus;Diabetic cataract;Cataract","UniProt_field","mapped","AKR1B1","P15121","ALDR_HUMAN","reviewed","Homo sapiens (Human)","9606","Aldo-keto reductase family 1 member B1 (EC 1.1.1.21) (EC 1.1.1.300) (EC 1.1.1.372) (EC 1.1.1.54) (Aldehyde reductase) (Alditol:NADP oxidoreductase) (Aldose reductase) (AR)","TRUE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","56","2qwj_v","2QWJ","4","2.9","0.7251","1.27387","Neuraminidase","P03472","NONE","Catalyzes the removal of terminal sialic acid residues from viral and cellular glycoconjugates. Cleaves off the terminal sialic acids on the glycosylated HA during virus budding to facilitate virus release. Additionally helps virus spread through the circulation by further removing sialic acids from the cell surface. These cleavages prevent self-aggregation and ensure the efficient spread of the progeny virus from cell to cell. Otherwise, infection would be limited to one round of replication. Described as a receptor-destroying enzyme because it cleaves a terminal sialic acid from the cellular receptors. May facilitate viral invasion of the upper airways by cleaving the sialic acid moities on the mucin of the airway epithelial cells. Likely to plays a role in the budding process through its association with lipid rafts during intracellular transport. May additionally display a raft-association independent effect on budding. Plays a role in the determination of host range restriction on replication and virulence. Sialidase activity in late endosome/lysosome traffic seems to enhance virus replication","NONE","NONE","UniProt_field","mapped","NA","P03472","NRAM_I75A5","reviewed","Influenza A virus (strain A/Tern/Australia/G70C/1975 H11N9)","384509","Neuraminidase (EC 3.2.1.18)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","57","1l5b_v","1L5B","4","2.897","0.7242","1.04512","Cyanovirin-N","P81180","NONE","Unknown","NONE","NONE","UniProt_field","mapped","","P81180","CVN_NOSEL","reviewed","Nostoc ellipsosporum","45916","Cyanovirin-N (CV-N)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","58","1kww_v","1KWW","4","2.896","0.7241","1.17193","Mannose-binding protein A","P19999","NONE","Involved in sugar binding","NONE","NONE","UniProt_field","mapped","Mbl1","P19999","MBL1_RAT","reviewed","Rattus norvegicus (Rat)","10116","Mannose-binding protein A (MBP-A) (Mannan-binding protein)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","59","1rkp_v","1RKP","4","2.886","0.7215","1.15794","cGMP-specific 3,5-cyclic phosphodiesterase","PDE5A_HUMAN","HYDROLASE","Plays a role in signal transduction by regulating the intracellular concentration of cyclic nucleotides. This phosphodiesterase catalyzes the specific hydrolysis of cGMP to 5- GMP.","NONE","Anal fissure;Raynauds disease;Cardiac failure;Thrombosis;Diabetic complication;Prostate hyperplasia;Erectile dysfunction;Urinary tract disease;Female sexual dysfunction;Vascular disease;Viral infection;Cancer;Atherosclerosis;Pulmonary disease;Metabolic disorder;Hypertension;Cardiovascular disease;Pulmonary hypertension;Angina;Male sexual dysfunction","UniProt_field","mapped","PDE5A","O76074","PDE5A_HUMAN","reviewed","Homo sapiens (Human)","9606","cGMP-specific 3',5'-cyclic phosphodiesterase (EC 3.1.4.35) (cGMP-binding cGMP-specific phosphodiesterase) (CGB-PDE)","TRUE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","60","1mfu_v","1MFU","4","2.884","0.721","1.13268","Alpha-amylase 1","P04745","NONE","Carbohydrate transport and metabolism","NONE","NONE","UniProt_field","mapped","","P04745","AMY1A_HUMAN","","","","demerged","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","61","1enu_v","1ENU","5","3.602","0.7205","1.69732","Queuine tRNA-ribosyltransferase","P28720","NONE","Translation, ribosomal structure and biogenesis","NONE","NONE","UniProt_field","mapped","tgt","P28720","TGT_ZYMMO","reviewed","Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)","264203","Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","62","1ogs_v","1OGS","3","2.158","0.7193","-1.22965","Glucosylceramidase","GLCM_HUMAN","HYDROLASE","NONE","Defects in GBA are the cause of Gaucher disease (GD) [MIM:230800]; also known as glucocerebrosidase deficiency. GD is the most prevalent lysosomal storage disease, characterized by accumulation of glucosylceramide in the reticulo-endothelial system. Different clinical forms are recognized depending on the presence (neuronopathic forms) or absence of central nervous system involvement, severity and age of onset.;Defects in GBA are the cause of Gaucher disease type 1 (GD1) [MIM:230800]; also known as adult non-neuronopathic Gaucher disease. GD1 is characterized by hepatosplenomegaly with consequent anemia and thrombopenia, and bone involvement. The central nervous system is not involved.;Defects in GBA are the cause of Gaucher disease type 2 (GD2) [MIM:230900]; also known as acute neuronopathic. GD2 is the most severe form and is universally progressive and fatal. It manifests soon after birth, with death generally occurring before patients reach two years of age.;Defects in GBA are the cause of Gaucher disease type 3 (GD3) [MIM:231000]; also known as subacute neuronopathic. GD3 has central nervous manifestations.;Defects in GBA are the cause of Gaucher disease type 3C [MIM:231005]; also known as pseudo-Gaucher disease or Gaucher-like disease.;Defects in GBA are the cause of perinatal lethal Gaucher disease [MIM:608013]. It is a distinct form of Gaucher disease type 2, characterized by fetal onset. Hydrops fetalis, in utero fetal death and neonatal distress are prominent features. When hydrops is absent, neurologic involvement begins in the first week and leads to death within 3 months. Hepatosplenomegaly is a major sign, and is associated with ichthyosis, arthrogryposis, and facial dysmorphism.;Perinatal lethal Gaucher disease is associated with non- immune hydrops fetalis [MIM:236750]. Hydrops fetalis is a generalized edema of the fetus with fluid accumulation in the body cavities.;Defects in GBA may be a risk factor in the development of Parkinson disease (PD) [MIM:168600]. Simultaneous occurrence of Parkinson disease and Gaucher disease is marked by atypical parkinsonism generally presenting by the fourth through sixth decades of life. The combination progresses inexorably and is refractory to conventional anti-Parkinson therapy.","Gaucher disease","UniProt_field","mapped","","P04062","GBA1_HUMAN","reviewed","Homo sapiens (Human)","","Lysosomal acid glucosylceramidase (Lysosomal acid GCase) (EC 3.2.1.45) (Acid beta-glucosidase) (Alglucerase) (Beta-glucocerebrosidase) (Beta-GC) (Beta-glucosylceramidase 1) (Cholesterol glucosyltransferase) (SGTase) (EC 2.4.1.-) (Cholesteryl-beta-glucosidase) (EC 3.2.1.-) (D-glucosyl-N-acylsphingosine glucohydrolase) (Glucosylceramidase beta 1) (Imiglucerase) (Lysosomal cholesterol glycosyltransferase) (Lysosomal galactosylceramidase) (EC 3.2.1.46) (Lysosomal glycosylceramidase)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","63","1gpm_v","1GPM","4","2.872","0.7181","0.95119","GMP synthase [glutamine-hydrolyzing]","P04079","NONE","Involved in catalytic activity","NONE","NONE","UniProt_field","mapped","guaA","P04079","GUAA_ECOLI","reviewed","Escherichia coli (strain K12)","83333","GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (GMPS) (Glutamine amidotransferase)","FALSE","FALSE","FALSE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","64","1obl_v","1OBL","4","2.853","0.7133","0.707837","Malonamidase E2","Q9ZIV5","NONE","Involved in carbon-nitrogen ligase activity, with glutamine as amido-N-donor","NONE","NONE","UniProt_field","mapped","","Q9ZIV5","Q9ZIV5_BRAJP","unreviewed","Bradyrhizobium japonicum","375","Malonamidase E2","FALSE","FALSE","FALSE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","65","2fus_v","2FUS","4","2.841","0.7103","1.13572","Fumarate hydratase class II","P05042","NONE","Energy production and conversion","NONE","NONE","UniProt_field","mapped","fumC","P05042","FUMC_ECOLI","reviewed","Escherichia coli (strain K12)","83333","Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","66","1dic_v","1DIC","4","2.84","0.71","0.959575","Complement factor D","CFAD_HUMAN","SERINE PROTEASE","Factor D cleaves factor B when the latter is complexed with factor C3b, activating the C3bbb complex, which then becomes the C3 convertase of the alternate pathway. Its function is homologous to that of C1s in the classical pathway.","Defects in CFD are the cause of complement factor D deficiency [MIM:134350]. This deficiency predisposes to invasive meningococcal disease.","Autoimmune disease;Reperfusion injury;Age related macular degeneration","UniProt_field","mapped","CFD","P00746","CFAD_HUMAN","reviewed","Homo sapiens (Human)","9606","Complement factor D (EC 3.4.21.46) (Adipsin) (C3 convertase activator) (Properdin factor D)","TRUE","FALSE","FALSE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","67","5gal_v","5GAL","4","2.839","0.7099","1.05983","Galectin-7","LEG7_HUMAN","LECTIN","Could be involved in cell-cell and/or cell-matrix interactions necessary for normal growth control. Pro-apoptotic protein that functions intracellularly upstream of JNK activation and cytochrome c release.","NONE","NONE","UniProt_field","mapped","LGALS7; LGALS7B","P47929","LEG7_HUMAN","reviewed","Homo sapiens (Human)","9606","Galectin-7 (Gal-7) (HKL-14) (PI7) (p53-induced gene 1 protein)","TRUE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"2D_submission","260604095339-Structure2D_COMPOUND_CID_73581.sdf - Targets.csv","68","1mud_v","1MUD","4","2.824","0.706","0.68717","A/G-specific adenine glycosylase","P17802","NONE","Involved in catalytic activity","NONE","For nutritional supplementation, also for treating dietary shortage or imbalance","UniProt_field","mapped","mutY","P17802","MUTY_ECOLI","reviewed","Escherichia coli (strain K12)","83333","Adenine DNA glycosylase (EC 3.2.2.31) (A/G-specific adenine glycosylase)","FALSE","FALSE","FALSE","TRUE","Bilobalide","73581","2026-07-11"
